"";"RecordNo";"Województwo";"RQ2";"Q4";"Q5";"Q6";"Q2";"company";"recomendation";"Age";"recomendations"
"934";1604;"podlaskie";"51-100";1962;"Średnie ogólne";"agronom ekspert";100;"Weyland-Yutani";7;"51<";"neutral"
"935";1605;"podlaskie";"51-100";1956;"Średnie ogólne";"agronom ekspert";85;"Weyland-Yutani";8;"51<";"neutral"
"936";1612;"podlaskie";"51-100";1958;"Średnie ogólne";"główny agronom";62;"Weyland-Yutani";1;"51<";"detractors"
"937";1615;"podlaskie";"250+";1977;"Średnie ogólne";"właściciel";321;"Weyland-Yutani";4;"41-45";"detractors"
"938";1626;"podlaskie";"25-50";1965;"Średnie ogólne";"właściciel";36;"Weyland-Yutani";7;"51<";"neutral"
"939";1629;"podlaskie";"250+";1974;"Średnie ogólne";"główny agronom";600,01;"Weyland-Yutani";3;"46-50";"detractors"
"940";1633;"podlaskie";">25";1984;"Średnie ogólne";"właściciel";10;"Weyland-Yutani";6;"36-40";"detractors"
"941";1634;"pomorskie";">25";1997;"Średnie ogólne";"agronom ekspert";15;"Weyland-Yutani";8;"<=25";"neutral"
"942";1638;"pomorskie";"100-250";1987;"Średnie ogólne";"właściciel";118,22;"Weyland-Yutani";1;"31-35";"detractors"
"943";1642;"pomorskie";">25";1974;"Średnie ogólne";"agronom ekspert";7,01;"Weyland-Yutani";8;"46-50";"neutral"
"944";1649;"pomorskie";"51-100";1989;"Średnie ogólne";"właściciel";53;"Weyland-Yutani";1;"31-35";"detractors"
"945";1651;"pomorskie";">25";1998;"Średnie ogólne";"agronom ekspert";20;"Weyland-Yutani";8;"<=25";"neutral"
"946";1653;"pomorskie";"25-50";1971;"Średnie technicznezne";"właściciel";38;"Weyland-Yutani";6;"46-50";"detractors"
"947";1654;"pomorskie";"100-250";1968;"Średnie ogólne";"właściciel";230;"Weyland-Yutani";6;"51<";"detractors"
"948";1655;"pomorskie";">25";1975;"Wyższe rolnicze";"właściciel";10;"Weyland-Yutani";3;"46-50";"detractors"
"949";1660;"śląskie";"51-100";1951;"Średnie ogólne";"właściciel";69;"Weyland-Yutani";10;"51<";"promoters"
"950";1664;"śląskie";"25-50";1966;"Średnie ogólne";"właściciel";43;"Weyland-Yutani";0;"51<";NA
"951";1665;"śląskie";"100-250";1968;"Średnie ogólne";"właściciel";200;"Weyland-Yutani";3;"51<";"detractors"
"952";1666;"śląskie";"25-50";1965;"Średnie ogólne";"agronom ekspert";42;"Weyland-Yutani";7;"51<";"neutral"
"953";1672;"świętokrzyskie";"250+";1955;"Średnie ogólne";"właściciel";300;"Weyland-Yutani";4;"51<";"detractors"
"954";1674;"świętokrzyskie";"51-100";1977;"Średnie ogólne";"główny agronom";100;"Weyland-Yutani";8;"41-45";"neutral"
"955";1686;"świętokrzyskie";"51-100";1985;"Średnie ogólne";"właściciel";60;"Weyland-Yutani";2;"36-40";"detractors"
"956";1692;"świętokrzyskie";"51-100";1966;"Średnie ogólne";"właściciel";80;"Weyland-Yutani";8;"51<";"neutral"
"957";1694;"świętokrzyskie";"250+";1993;"Średnie ogólne";"agronom ekspert";557;"Weyland-Yutani";4;"26-30";"detractors"
"958";1697;"warmińsko-mazurskie";"100-250";1962;"Średnie ogólne";"agronom ekspert";141;"Weyland-Yutani";3;"51<";"detractors"
"959";1705;"warmińsko-mazurskie";"25-50";1986;"Średnie ogólne";"dyrektor";32;"Weyland-Yutani";5;"31-35";"detractors"
"960";1710;"warmińsko-mazurskie";"51-100";1964;"Średnie ogólne";"agronom ekspert";86;"Weyland-Yutani";2;"51<";"detractors"
"961";1712;"warmińsko-mazurskie";">25";1985;"Średnie ogólne";"agronom ekspert";25;"Weyland-Yutani";5;"36-40";"detractors"
"962";1716;"warmińsko-mazurskie";"100-250";1991;"Średnie ogólne";"techniczny";102;"Weyland-Yutani";3;"26-30";"detractors"
"963";1717;"warmińsko-mazurskie";"51-100";1996;"Średnie ogólne";"techniczny";51;"Weyland-Yutani";10;"<=25";"promoters"
"964";1718;"wielkopolskie";">25";1984;"Średnie ogólne";"agronom ekspert";25;"Weyland-Yutani";6;"36-40";"detractors"
"965";1719;"wielkopolskie";"250+";1999;"Średnie ogólne";"techniczny";500;"Weyland-Yutani";3;"<=25";"detractors"
"966";1724;"wielkopolskie";"250+";1994;"Średnie ogólne";"właściciel";460,1;"Weyland-Yutani";6;"26-30";"detractors"
"967";1725;"wielkopolskie";"250+";1981;"Średnie ogólne";"agronom ekspert";310;"Weyland-Yutani";4;"36-40";"detractors"
"968";1729;"wielkopolskie";"250+";1997;"Średnie ogólne";"techniczny";450;"Weyland-Yutani";6;"<=25";"detractors"
"969";1733;"wielkopolskie";"25-50";1981;"Średnie ogólne";"techniczny";50;"Weyland-Yutani";6;"36-40";"detractors"
"970";1734;"wielkopolskie";"250+";1996;"Średnie ogólne";"główny agronom";409;"Weyland-Yutani";7;"<=25";"neutral"
"971";1739;"wielkopolskie";"51-100";1994;"Średnie ogólne";"główny agronom";65,5;"Weyland-Yutani";0;"26-30";NA
"972";1740;"wielkopolskie";"100-250";1980;"Średnie ogólne";"główny agronom";163;"Weyland-Yutani";1;"41-45";"detractors"
"973";1746;"wielkopolskie";"100-250";1986;"Średnie ogólne";"właściciel";136;"Weyland-Yutani";10;"31-35";"promoters"
"974";1749;"wielkopolskie";"250+";1986;"Średnie ogólne";"agronom ekspert";1200;"Weyland-Yutani";4;"31-35";"detractors"
"975";1752;"wielkopolskie";"250+";1982;"Średnie ogólne";"agronom ekspert";800;"Weyland-Yutani";5;"36-40";"detractors"
"976";1754;"wielkopolskie";"51-100";1985;"Średnie ogólne";"techniczny";100;"Weyland-Yutani";10;"36-40";"promoters"
"977";1763;"wielkopolskie";"250+";1990;"Średnie ogólne";"techniczny";300;"Weyland-Yutani";1;"31-35";"detractors"
"978";1767;"wielkopolskie";"100-250";1986;"Średnie ogólne";"techniczny";146;"Weyland-Yutani";8;"31-35";"neutral"
"979";1771;"wielkopolskie";"51-100";1981;"Średnie ogólne";"agronom ekspert";100;"Weyland-Yutani";7;"36-40";"neutral"
"980";1777;"wielkopolskie";"250+";1988;"Średnie ogólne";"główny agronom";360;"Weyland-Yutani";6;"31-35";"detractors"
"981";1783;"wielkopolskie";">25";1977;"Średnie ogólne";"główny agronom";21,5;"Weyland-Yutani";0;"41-45";NA
"982";1792;"wielkopolskie";"250+";1997;"Wyższe";"techniczny";300;"Weyland-Yutani";7;"<=25";"neutral"
"983";1799;"wielkopolskie";">25";1979;"Średnie ogólne";"właściciel";5;"Weyland-Yutani";7;"41-45";"neutral"
"984";1800;"wielkopolskie";">25";1992;"Średnie ogólne";"dyrektor";24;"Weyland-Yutani";3;"26-30";"detractors"
"985";1824;"wielkopolskie";"100-250";1983;"Średnie ogólne";"agronom ekspert";160;"Weyland-Yutani";9;"36-40";"promoters"
"986";1828;"wielkopolskie";"100-250";1990;"Średnie technicznezne";"techniczny";118;"Weyland-Yutani";2;"31-35";"detractors"
"987";1838;"wielkopolskie";"100-250";1974;"Wyższe rolnicze";"główny agronom";250;"Weyland-Yutani";7;"46-50";"neutral"
"988";1846;"wielkopolskie";"51-100";1979;"Średnie ogólne";"techniczny";83;"Weyland-Yutani";7;"41-45";"neutral"
"989";1851;"wielkopolskie";"250+";1966;"Średnie ogólne";"techniczny";500;"Weyland-Yutani";3;"51<";"detractors"
"990";1860;"wielkopolskie";">25";1987;"Średnie ogólne";"główny agronom";10;"Weyland-Yutani";7;"31-35";"neutral"
"991";1863;"wielkopolskie";">25";1998;"Średnie ogólne";"techniczny";20;"Weyland-Yutani";2;"<=25";"detractors"
"992";1866;"wielkopolskie";">25";1994;"Średnie ogólne";"techniczny";20;"Weyland-Yutani";5;"26-30";"detractors"
"993";1869;"wielkopolskie";"100-250";1972;"Średnie ogólne";"główny agronom";175;"Weyland-Yutani";10;"46-50";"promoters"
"994";1870;"wielkopolskie";"100-250";1997;"Średnie ogólne";"techniczny";111;"Weyland-Yutani";3;"<=25";"detractors"
"995";1873;"wielkopolskie";"25-50";1986;"Średnie ogólne";"techniczny";29;"Weyland-Yutani";6;"31-35";"detractors"
"996";1909;"wielkopolskie";"100-250";1975;"Średnie ogólne";"techniczny";115;"Weyland-Yutani";4;"46-50";"detractors"
"997";1924;"wielkopolskie";"51-100";1995;"Średnie ogólne";"techniczny";66;"Weyland-Yutani";1;"26-30";"detractors"
"998";1928;"wielkopolskie";"25-50";1968;"Średnie ogólne";"główny agronom";26;"Weyland-Yutani";6;"51<";"detractors"
"999";1938;"zachodniopomorskie)";"51-100";1981;"Średnie technicznezne";"właściciel";87;"Weyland-Yutani";5;"36-40";"detractors"
"1000";1945;"zachodniopomorskie)";">25";1989;"Średnie ogólne";"główny agronom";15;"Weyland-Yutani";2;"31-35";"detractors"
"1001";1958;"zachodniopomorskie)";">25";1969;"Średnie ogólne";"dyrektor";21,4;"Weyland-Yutani";8;"51<";"neutral"
"1002";1959;"zachodniopomorskie)";"250+";1981;"Średnie ogólne";"techniczny";390;"Weyland-Yutani";4;"36-40";"detractors"
"1003";1963;"mazowieckie";"25-50";1963;"Średnie technicznezne";"agronom ekspert";36;"Weyland-Yutani";6;"51<";"detractors"
"1004";1966;"lubuskie";"51-100";1960;"Średnie technicznezne";"właściciel";84;"Weyland-Yutani";3;"51<";"detractors"
"1005";1969;"wielkopolskie";"25-50";1982;"Średnie technicznezne";"agronom ekspert";40;"Weyland-Yutani";4;"36-40";"detractors"
"1006";1973;"kujawsko-pomorskie";"51-100";1979;"Wyższe";"główny agronom";85;"Weyland-Yutani";9;"41-45";"promoters"
"1007";1976;"łódzkie";">25";1973;"Średnie ogólne";"agronom ekspert";18;"Weyland-Yutani";9;"46-50";"promoters"
"1008";1977;"lubelskie";"51-100";1986;"Średnie ogólne";"właściciel";95;"Weyland-Yutani";6;"31-35";"detractors"
"1009";1978;"pomorskie";">25";1964;"Średnie technicznezne";"właściciel";11;"Weyland-Yutani";4;"51<";"detractors"
"1010";1983;"mazowieckie";"51-100";1966;"Średnie ogólne";"dyrektor";58;"Weyland-Yutani";4;"51<";"detractors"
"1011";1984;"podkarpackie";"25-50";1994;"Średnie ogólne";"właściciel";39;"Weyland-Yutani";7;"26-30";"neutral"
"1012";1987;"kujawsko-pomorskie";"250+";1968;"Średnie ogólne";"właściciel";1445;"Weyland-Yutani";5;"51<";"detractors"
"1013";1988;"lubuskie";"25-50";1970;"Średnie ogólne";"właściciel";37;"Weyland-Yutani";8;"51<";"neutral"
"1014";1992;"dolnośląskie";"25-50";1981;"Średnie ogólne";"techniczny";39;"Weyland-Yutani";8;"36-40";"neutral"
"1015";1994;"wielkopolskie";">25";1977;"Średnie technicznezne";"agronom ekspert";23;"Weyland-Yutani";4;"41-45";"detractors"
"1016";1998;"wielkopolskie";"25-50";1976;"Średnie ogólne";"agronom ekspert";37;"Weyland-Yutani";9;"41-45";"promoters"
"1017";2001;"lubuskie";"51-100";1978;"Średnie ogólne";"techniczny";68;"Weyland-Yutani";5;"41-45";"detractors"
"1018";2004;"wielkopolskie";"51-100";1965;"Wyższe";"główny agronom";90;"Weyland-Yutani";3;"51<";"detractors"
"1019";2007;"wielkopolskie";">25";1970;"Średnie technicznezne";"właściciel";17;"Weyland-Yutani";3;"51<";"detractors"
"1020";2012;"małopolskie";"25-50";1971;"Średnie ogólne";"techniczny";35;"Weyland-Yutani";5;"46-50";"detractors"
"1021";2017;"śląskie";"51-100";1997;"Średnie ogólne";"agronom ekspert";72;"Weyland-Yutani";4;"<=25";"detractors"
"1022";2019;"wielkopolskie";"25-50";1982;"Średnie ogólne";"agronom ekspert";41;"Weyland-Yutani";8;"36-40";"neutral"
"1023";2021;"lubuskie";"250+";1968;"Średnie ogólne";"właściciel";2215;"Weyland-Yutani";6;"51<";"detractors"
"1024";2022;"wielkopolskie";">25";1969;"Średnie ogólne";"właściciel";18;"Weyland-Yutani";3;"51<";"detractors"
"1025";2023;"lubuskie";"51-100";1982;"Średnie ogólne";"techniczny";73;"Weyland-Yutani";8;"36-40";"neutral"
"1026";2025;"pomorskie";"25-50";1973;"Średnie ogólne";"techniczny";46;"Weyland-Yutani";4;"46-50";"detractors"
"1027";2029;"dolnośląskie";"51-100";1986;"Średnie ogólne";"właściciel";99;"Weyland-Yutani";2;"31-35";"detractors"
"1028";2033;"kujawsko-pomorskie";">25";1971;"Średnie technicznezne";"techniczny";10;"Weyland-Yutani";7;"46-50";"neutral"
"1029";2037;"wielkopolskie";"51-100";1997;"Średnie ogólne";"techniczny";87;"Weyland-Yutani";6;"<=25";"detractors"
"1030";2040;"pomorskie";">25";1983;"Średnie ogólne";"agronom ekspert";12;"Weyland-Yutani";3;"36-40";"detractors"
"1031";2045;"podlaskie";"51-100";1980;"Średnie ogólne";"główny agronom";98;"Weyland-Yutani";9;"41-45";"promoters"
"1032";2049;"świętokrzyskie";"250+";1984;"Średnie ogólne";"dyrektor";2352;"Weyland-Yutani";1;"36-40";"detractors"
"1033";2051;"śląskie";"51-100";1984;"Średnie ogólne";"właściciel";60;"Weyland-Yutani";4;"36-40";"detractors"
"1034";2054;"opolskie";"51-100";1969;"Średnie technicznezne";"główny agronom";75;"Weyland-Yutani";9;"51<";"promoters"
"1035";2056;"lubelskie";"25-50";1955;"Średnie ogólne";"właściciel";37;"Weyland-Yutani";7;"51<";"neutral"
"1036";2058;"zachodniopomorskie)";"51-100";1988;"Średnie ogólne";"główny agronom";98;"Weyland-Yutani";4;"31-35";"detractors"
"1037";2059;"podlaskie";"51-100";1975;"Średnie ogólne";"agronom ekspert";72;"Weyland-Yutani";7;"46-50";"neutral"
"1038";2060;"lubuskie";"100-250";1964;"Średnie technicznezne";"właściciel";160;"Weyland-Yutani";8;"51<";"neutral"
"1039";2063;"łódzkie";"51-100";1983;"Średnie technicznezne";"główny agronom";83;"Weyland-Yutani";1;"36-40";"detractors"
"1040";2064;"podlaskie";"51-100";1969;"Średnie technicznezne";"agronom ekspert";62;"Weyland-Yutani";2;"51<";"detractors"
"1041";2066;"mazowieckie";"250+";1990;"Średnie ogólne";"właściciel";1241;"Weyland-Yutani";7;"31-35";"neutral"
"1042";2068;"zachodniopomorskie)";">25";1986;"Średnie ogólne";"agronom ekspert";7;"Weyland-Yutani";10;"31-35";"promoters"
"1043";2073;"mazowieckie";">25";1967;"Średnie ogólne";"główny agronom";23;"Weyland-Yutani";3;"51<";"detractors"
"1044";2077;"podlaskie";"25-50";1983;"Średnie ogólne";"właściciel";47;"Weyland-Yutani";0;"36-40";NA
"1045";2080;"podkarpackie";"100-250";1961;"Średnie ogólne";"główny agronom";232;"Weyland-Yutani";7;"51<";"neutral"
"1046";2083;"łódzkie";"25-50";1961;"Średnie ogólne";"agronom ekspert";28;"Weyland-Yutani";1;"51<";"detractors"
"1047";2085;"warmińsko-mazurskie";"51-100";1980;"Średnie ogólne";"główny agronom";59;"Weyland-Yutani";1;"41-45";"detractors"
"1048";2087;"podkarpackie";"25-50";1986;"Średnie ogólne";"agronom ekspert";33;"Weyland-Yutani";0;"31-35";NA
"1049";2091;"świętokrzyskie";">25";1987;"Średnie ogólne";"główny agronom";16;"Weyland-Yutani";2;"31-35";"detractors"
"1050";2095;"kujawsko-pomorskie";"25-50";1992;"Średnie ogólne";"główny agronom";41;"Weyland-Yutani";6;"26-30";"detractors"
"1051";2097;"lubuskie";"51-100";1971;"Średnie ogólne";"techniczny";96;"Weyland-Yutani";3;"46-50";"detractors"
"1052";2100;"wielkopolskie";"51-100";1974;"Średnie technicznezne";"techniczny";74;"Weyland-Yutani";1;"46-50";"detractors"
"1053";2102;"mazowieckie";"51-100";1971;"Średnie ogólne";"dyrektor";77;"Weyland-Yutani";5;"46-50";"detractors"
"1054";2105;"mazowieckie";">25";1960;"Średnie ogólne";"właściciel";22;"Weyland-Yutani";3;"51<";"detractors"
"1055";2107;"podlaskie";">25";1990;"Średnie ogólne";"właściciel";5;"Weyland-Yutani";3;"31-35";"detractors"
"1056";2110;"podlaskie";"25-50";1998;"Średnie ogólne";"techniczny";45;"Weyland-Yutani";6;"<=25";"detractors"
"1057";2114;"wielkopolskie";"51-100";1998;"Średnie technicznezne";"główny agronom";97;"Weyland-Yutani";8;"<=25";"neutral"
"1058";2117;"mazowieckie";"51-100";1996;"Średnie ogólne";"techniczny";73;"Weyland-Yutani";6;"<=25";"detractors"
"1059";2118;"opolskie";"100-250";1985;"Średnie ogólne";"techniczny";108;"Weyland-Yutani";6;"36-40";"detractors"
"1060";2120;"wielkopolskie";">25";1978;"Średnie ogólne";"właściciel";8;"Weyland-Yutani";1;"41-45";"detractors"
"1061";2125;"kujawsko-pomorskie";"25-50";1977;"Średnie ogólne";"właściciel";42;"Weyland-Yutani";10;"41-45";"promoters"
"1062";2128;"mazowieckie";">25";1968;"Średnie ogólne";"główny agronom";15;"Weyland-Yutani";6;"51<";"detractors"
"1063";2130;"wielkopolskie";"51-100";1974;"Średnie ogólne";"główny agronom";66;"Weyland-Yutani";2;"46-50";"detractors"
"1064";2132;"kujawsko-pomorskie";"25-50";1973;"Średnie technicznezne";"właściciel";44;"Weyland-Yutani";5;"46-50";"detractors"
"1065";2136;"dolnośląskie";"51-100";1971;"Średnie technicznezne";"właściciel";80;"Weyland-Yutani";1;"46-50";"detractors"
"1066";2138;"dolnośląskie";"51-100";1981;"Średnie ogólne";"agronom ekspert";76;"Weyland-Yutani";1;"36-40";"detractors"
"1067";2141;"lubuskie";"25-50";1994;"Średnie ogólne";"główny agronom";48;"Weyland-Yutani";4;"26-30";"detractors"
"1068";2143;"małopolskie";"25-50";1975;"Wyższe rolnicze";"właściciel";42;"Weyland-Yutani";7;"46-50";"neutral"
"1069";2146;"dolnośląskie";"25-50";1967;"Średnie ogólne";"agronom ekspert";34;"Weyland-Yutani";9;"51<";"promoters"
"1070";2147;"świętokrzyskie";"51-100";1964;"Średnie ogólne";"agronom ekspert";73;"Weyland-Yutani";9;"51<";"promoters"
"1071";2151;"lubuskie";"25-50";1954;"Średnie ogólne";"właściciel";26;"Weyland-Yutani";8;"51<";"neutral"
"1072";1135;"dolnośląskie";"100-250";1969;"Średnie ogólne";"właściciel";140;"Tyrell Corporation";5;"51<";"detractors"
"1073";1136;"dolnośląskie";"100-250";1987;"Średnie technicznezne";"właściciel";145;"Tyrell Corporation";2;"31-35";"detractors"
"1074";1137;"dolnośląskie";"100-250";1977;"Średnie technicznezne";"agronom ekspert";200;"Tyrell Corporation";9;"41-45";"promoters"
"1075";1141;"dolnośląskie";">25";1989;"Średnie ogólne";"agronom ekspert";8;"Tyrell Corporation";6;"31-35";"detractors"
"1076";1143;"dolnośląskie";"100-250";1992;"Średnie ogólne";"główny agronom";150;"Tyrell Corporation";8;"26-30";"neutral"
"1077";1145;"dolnośląskie";"51-100";1982;"Wyższe";"właściciel";100;"Tyrell Corporation";2;"36-40";"detractors"
"1078";1150;"dolnośląskie";"25-50";1978;"Średnie technicznezne";"dyrektor";30,01;"Tyrell Corporation";5;"41-45";"detractors"
"1079";1151;"dolnośląskie";"100-250";1981;"Średnie ogólne";"dyrektor";250;"Tyrell Corporation";4;"36-40";"detractors"
"1080";1154;"dolnośląskie";"100-250";1965;"Średnie technicznezne";"agronom ekspert";180;"Tyrell Corporation";6;"51<";"detractors"
"1081";1159;"dolnośląskie";"250+";1977;"Średnie ogólne";"główny agronom";350;"Tyrell Corporation";9;"41-45";"promoters"
"1082";1160;"dolnośląskie";"100-250";1988;"Wyższe";"właściciel";117;"Tyrell Corporation";10;"31-35";"promoters"
"1083";1167;"dolnośląskie";">25";1992;"Średnie technicznezne";"główny agronom";25;"Tyrell Corporation";9;"26-30";"promoters"
"1084";1168;"dolnośląskie";">25";1973;"Średnie ogólne";"agronom ekspert";20;"Tyrell Corporation";10;"46-50";"promoters"
"1085";1169;"dolnośląskie";"250+";1964;"Średnie technicznezne";"właściciel";340;"Tyrell Corporation";9;"51<";"promoters"
"1086";1173;"kujawsko-pomorskie";">25";1974;"Średnie technicznezne";"agronom ekspert";23;"Tyrell Corporation";7;"46-50";"neutral"
"1087";1174;"kujawsko-pomorskie";"250+";1992;"Średnie ogólne";"główny agronom";455;"Tyrell Corporation";7;"26-30";"neutral"
"1088";1176;"kujawsko-pomorskie";"25-50";1969;"Średnie technicznezne";"główny agronom";30;"Tyrell Corporation";10;"51<";"promoters"
"1089";1177;"kujawsko-pomorskie";">25";1960;"Średnie ogólne";"właściciel";15;"Tyrell Corporation";7;"51<";"neutral"
"1090";1178;"kujawsko-pomorskie";"25-50";1990;"Średnie ogólne";"właściciel";33;"Tyrell Corporation";9;"31-35";"promoters"
"1091";1183;"kujawsko-pomorskie";">25";1973;"Wyższe";"właściciel";18;"Tyrell Corporation";3;"46-50";"detractors"
"1092";1187;"kujawsko-pomorskie";"250+";1972;"Średnie technicznezne";"właściciel";500;"Tyrell Corporation";9;"46-50";"promoters"
"1093";1191;"kujawsko-pomorskie";">25";1956;"Wyższe";"dyrektor";7;"Tyrell Corporation";1;"51<";"detractors"
"1094";1200;"kujawsko-pomorskie";"25-50";1975;"Średnie technicznezne";"właściciel";34;"Tyrell Corporation";3;"46-50";"detractors"
"1095";1202;"kujawsko-pomorskie";"250+";1977;"Średnie ogólne";"główny agronom";636,5;"Tyrell Corporation";8;"41-45";"neutral"
"1096";1203;"kujawsko-pomorskie";"100-250";1963;"Średnie technicznezne";"agronom ekspert";180,01;"Tyrell Corporation";9;"51<";"promoters"
"1097";1218;"kujawsko-pomorskie";"25-50";1995;"Średnie ogólne";"główny agronom";41;"Tyrell Corporation";7;"26-30";"neutral"
"1098";1221;"kujawsko-pomorskie";">25";1987;"Średnie technicznezne";"agronom ekspert";18;"Tyrell Corporation";7;"31-35";"neutral"
"1099";1223;"kujawsko-pomorskie";"100-250";1970;"Średnie technicznezne";"właściciel";250;"Tyrell Corporation";1;"51<";"detractors"
"1100";1230;"kujawsko-pomorskie";">25";1984;"Średnie ogólne";"agronom ekspert";21;"Tyrell Corporation";3;"36-40";"detractors"
"1101";1233;"kujawsko-pomorskie";"250+";1973;"Średnie technicznezne";"właściciel";534;"Tyrell Corporation";6;"46-50";"detractors"
"1102";1234;"kujawsko-pomorskie";"100-250";1973;"Wyższe";"główny agronom";120;"Tyrell Corporation";4;"46-50";"detractors"
"1103";1236;"kujawsko-pomorskie";"51-100";1967;"Średnie ogólne";"właściciel";100;"Tyrell Corporation";10;"51<";"promoters"
"1104";1241;"kujawsko-pomorskie";"100-250";1972;"Średnie ogólne";"właściciel";135;"Tyrell Corporation";3;"46-50";"detractors"
"1105";1242;"kujawsko-pomorskie";"250+";1945;"Średnie technicznezne";"właściciel";448;"Tyrell Corporation";8;"51<";"neutral"
"1106";1251;"kujawsko-pomorskie";"250+";1979;"Średnie ogólne";"agronom ekspert";1280;"Tyrell Corporation";6;"41-45";"detractors"
"1107";1253;"kujawsko-pomorskie";">25";1998;"Średnie technicznezne";"główny agronom";5;"Tyrell Corporation";2;"<=25";"detractors"
"1108";1256;"lubelskie";"100-250";1999;"Średnie ogólne";"dyrektor";150,01;"Tyrell Corporation";2;"<=25";"detractors"
"1109";1261;"lubelskie";"25-50";1960;"Średnie technicznezne";"właściciel";50;"Tyrell Corporation";9;"51<";"promoters"
"1110";1271;"lubelskie";">25";1972;"Średnie ogólne";"techniczny";10;"Tyrell Corporation";6;"46-50";"detractors"
"1111";1272;"lubelskie";"25-50";1979;"Wyższe";"agronom ekspert";40;"Tyrell Corporation";9;"41-45";"promoters"
"1112";1279;"lubelskie";"250+";1986;"Średnie ogólne";"właściciel";700,1;"Tyrell Corporation";5;"31-35";"detractors"
"1113";1280;"lubelskie";"51-100";1975;"Średnie ogólne";"agronom ekspert";68;"Tyrell Corporation";9;"46-50";"promoters"
"1114";1282;"lubelskie";"250+";1983;"Średnie ogólne";"właściciel";330;"Tyrell Corporation";8;"36-40";"neutral"
"1115";1286;"lubelskie";"25-50";1956;"Średnie ogólne";"główny agronom";50;"Tyrell Corporation";9;"51<";"promoters"
"1116";1287;"lubelskie";"100-250";1974;"Średnie technicznezne";"techniczny";121;"Tyrell Corporation";9;"46-50";"promoters"
"1117";1288;"lubelskie";">25";1977;"Średnie technicznezne";"właściciel";6;"Tyrell Corporation";6;"41-45";"detractors"
"1118";1291;"lubelskie";"250+";1963;"Średnie ogólne";"właściciel";500;"Tyrell Corporation";9;"51<";"promoters"
"1119";1292;"lubelskie";"100-250";1964;"Średnie technicznezne";"właściciel";125;"Tyrell Corporation";7;"51<";"neutral"
"1120";1293;"lubelskie";"250+";1994;"Średnie ogólne";"dyrektor";420;"Tyrell Corporation";6;"26-30";"detractors"
"1121";1294;"lubuskie";"25-50";1990;"Średnie ogólne";"główny agronom";27;"Tyrell Corporation";7;"31-35";"neutral"
"1122";1295;"lubuskie";"100-250";1985;"Średnie ogólne";"właściciel";180;"Tyrell Corporation";4;"36-40";"detractors"
"1123";1301;"lubuskie";"250+";1988;"Średnie ogólne";"właściciel";315;"Tyrell Corporation";4;"31-35";"detractors"
"1124";1304;"lubuskie";"25-50";1984;"Średnie ogólne";"właściciel";35;"Tyrell Corporation";2;"36-40";"detractors"
"1125";1311;"lubuskie";"100-250";1989;"Średnie technicznezne";"właściciel";126;"Tyrell Corporation";7;"31-35";"neutral"
"1126";1316;"lubuskie";"100-250";1960;"Średnie ogólne";"właściciel";156,01;"Tyrell Corporation";10;"51<";"promoters"
"1127";1319;"lubuskie";"100-250";1968;"Średnie ogólne";"agronom ekspert";130;"Tyrell Corporation";9;"51<";"promoters"
"1128";1322;"lubuskie";"51-100";1959;"Średnie technicznezne";"właściciel";65;"Tyrell Corporation";4;"51<";"detractors"
"1129";1323;"lubuskie";"100-250";1991;"Średnie ogólne";"właściciel";170;"Tyrell Corporation";6;"26-30";"detractors"
"1130";1327;"lubuskie";"25-50";1961;"Średnie ogólne";"główny agronom";31;"Tyrell Corporation";8;"51<";"neutral"
"1131";1329;"lubuskie";"25-50";1987;"Wyższe";"właściciel";50;"Tyrell Corporation";6;"31-35";"detractors"
"1132";1336;"lubuskie";">25";1994;"Średnie ogólne";"właściciel";7;"Tyrell Corporation";6;"26-30";"detractors"
"1133";1339;"lubuskie";">25";1964;"Średnie ogólne";"główny agronom";8;"Tyrell Corporation";3;"51<";"detractors"
"1134";1342;"lubuskie";">25";1955;"Średnie ogólne";"właściciel";5;"Tyrell Corporation";9;"51<";"promoters"
"1135";1344;"lubuskie";"250+";1980;"Średnie ogólne";"główny agronom";450,1;"Tyrell Corporation";9;"41-45";"promoters"
"1136";1356;"lubuskie";"51-100";1957;"Średnie ogólne";"dyrektor";100;"Tyrell Corporation";5;"51<";"detractors"
"1137";1357;"lubuskie";"51-100";1968;"Średnie ogólne";"dyrektor";55;"Tyrell Corporation";2;"51<";"detractors"
"1138";1358;"łódzkie";"100-250";1966;"Średnie technicznezne";"dyrektor";200;"Tyrell Corporation";9;"51<";"promoters"
"1139";1360;"łódzkie";"250+";1962;"Średnie ogólne";"właściciel";406;"Tyrell Corporation";2;"51<";"detractors"
"1140";1364;"łódzkie";"51-100";1976;"Średnie ogólne";"właściciel";100;"Tyrell Corporation";4;"41-45";"detractors"
"1141";1368;"łódzkie";">25";1971;"Średnie technicznezne";"techniczny";22;"Tyrell Corporation";7;"46-50";"neutral"
"1142";1371;"łódzkie";"25-50";1973;"Średnie ogólne";"techniczny";45;"Tyrell Corporation";8;"46-50";"neutral"
"1143";1375;"łódzkie";">25";1984;"Średnie ogólne";"dyrektor";22,55;"Tyrell Corporation";10;"36-40";"promoters"
"1144";1377;"łódzkie";">25";1966;"Średnie ogólne";"dyrektor";10;"Tyrell Corporation";5;"51<";"detractors"
"1145";1382;"łódzkie";">25";1971;"Średnie ogólne";"techniczny";7;"Tyrell Corporation";1;"46-50";"detractors"
