rok;miesiac;pow;dzielnica;lpokoi;pietro;rokBudowy;Cena;CenaM2;stan
2007;10;41;Jozefoslaw;2;3;2001;360000;8780;bardzo dobry
2007;10;41;Srodmiescie;2;1;1968;425000;10366;dobry
2008;7;38;Wola;2;14;1977;310000;8157;bardzo dobry
2007;10;46;Bialoleka;2;5;2001;305000;6630;bardzo dobry
2007;10;46;Targowek;2;5;1975;277000;5944;do remontu
2007;10;47;Ochota;3;1;1969;424500;9032;bardzo dobry
2007;10;47;Bemowo;2;4;2007;366000;7673;deweloperski
2007;10;48;Wawer;2;8;1986;312000;6500;bardzo dobry
2007;10;49;Ochota;3;3;1962;405000;8265;do remontu
2007;10;50;Ursynow;2;1;2006;465000;9172;deweloperski
2007;10;52;Mokotow;2;1;1960;515000;9904;dobry
2007;10;53;Ochota;2;1;1996;453000;8547;dobry
2007;10;55;Srodmiescie;3;3;1960;705000;12818;dobry
2007;10;55;Ochota;2;1;1999;535000;9727;dobry
2007;10;55;Wola;2;1;2000;510000;9273;dobry
2007;10;56;Zoliborz;2;2;2003;600000;10545;dobry
2009;5;24;Bielany;1;4;1970;190000;7916;bardzo dobry
2007;10;56;Bielany;2;4;2006;560000;10000;deweloperski
2007;10;57;Mokotow;3;9;1980;535000;9304;dobry
2007;10;60;Bialoleka;3;5;1987;390000;6500;bardzo dobry
2007;10;60;Brodno;3;7;1975;376000;6184;dobry
2007;10;61;Mokotow;2;3;1931;415000;6803;do remontu
2007;10;63;Bemowo;3;2;1984;400000;6349;dobry
2007;10;63;Ursynow;3;1;1988;388000;6159;dobry
2008;9;27;Bielany;1;4;1966;195000;7222;do remontu
2007;10;66;Ochota;3;1;1999;699000;10591;dobry
2007;10;68;Ursynow;3;3;1986;520000;7591;dobry
2007;10;70;Bielany;3;5;2006;680000;9692;deweloperski
2007;10;71;Bialoleka;3;4;2000;525000;7394;dobry
2007;7;37;Bielany;2;2;1967;308000;8324;bardzo dobry
2007;10;72;Praga Poludnie;2;5;2006;700150;9724;bardzo dobry
2007;10;73;Ochota;3;3;2000;725000;9824;dobry
2007;10;82;Bialoleka;4;3;2005;610000;7439;bardzo dobry
2007;10;94;Ochota;3;2;1996;827000;8798;dobry
2007;10;98;Mokotow;3;1;2004;1150000;11735;dobry
2007;10;100;Ochota;4;2;1996;879000;8790;dobry
2007;10;124;Mokotow;4;1;2004;1590000;12805;dobry
2007;10;145;Mokotow;4;7;2004;1377000;9497;dobry
2007;11;24;Ochota;1;7;1970;210000;8750;bardzo dobry
2007;11;24;Praga Polnoc;1;2;1965;170000;7083;do remontu
2007;11;26;Wola;2;15;1973;263000;10115;dobry
2007;12;24;Bielany;1;4;1970;216000;9000;dobry
2007;11;30;Mokotow;1;1;1935;300000;10000;bardzo dobry
2007;11;30;Mokotow;1;4;1975;248000;8267;do remontu
2007;11;31;Mokotow;1;3;1980;248000;8000;dobry
2007;11;31;Praga Poludnie;1;7;1975;250000;8065;do remontu
2008;1;76;Bielany;3;1;1999;670000;8815;bardzo dobry
2007;11;35;Mokotow;1;2;2006;375000;10563;do wykonczenia
2007;11;36;Bialoleka;1;3;2005;239000;6639;dobry
2007;11;37;Bielany;2;5;2006;385000;10164;do wykonczenia
2007;11;37;Wlochy;2;3;1957;278000;7514;dobry
2007;11;37;Mokotow;2;3;1970;290000;7838;bardzo dobry
2007;11;37;Wola;2;8;1980;250000;6757;dobry
2007;11;39;Bielany;1;5;2006;327670;8198;do wykonczenia
2007;11;40;Mokotow;1;4;1955;335000;8375;dobry
2007;11;45;Ursynow;2;3;2007;372500;8278;do wykonczenia
2007;11;47;Ursynow;2;7;1985;370000;7872;bardzo dobry
2007;11;49;Mokotow;2;5;1950;350000;7143;dobry
2007;11;54;Bialoleka;3;6;2002;445000;8241;bardzo dobry
2007;11;59;Mokotow;3;3;1990;530000;8983;bardzo dobry
2007;11;63;Ursynow;3;2;1985;474000;7476;bardzo dobry
2007;11;71;Zabki;3;1;2004;500000;7042;bardzo dobry
2007;11;72;Srodmiescie;3;3;1948;960000;13333;bardzo dobry
2007;11;94;Zoliborz;5;2;1936;1016000;10809;dobry
2007;11;102;Bialoleka;4;3;1998;777600;7624;bardzo dobry
2007;11;175;Mokotow;6;2;2006;3200000;18286;do wykonczenia
2007;12;20;Wola;1;1;1960;172000;8600;dobry
2009;8;112;Bielany;4;4;1999;750000;6696;dobry
2007;12;23;Mokotow;1;2;1970;195000;8312;dobry
2007;12;23;Praga Poludnie;1;4;1960;202000;8596;dobry
2007;12;23;Praga Poludnie;1;3;1985;188000;8069;dobry
2008;4;39;Bielany;2;4;1995;350000;8974;bardzo dobry
2007;12;26;Bielany;1;2;1970;225000;8654;bardzo dobry
2007;12;27;Bielany;1;11;1975;220000;8148;dobry
2007;12;27;Mokotow;1;1;1960;240000;8889;dobry
2007;12;28;Srodmiescie;1;6;2003;380000;13571;bardzo dobry
2007;12;28;Wola;2;15;1975;257000;9179;dobry
2007;12;30;Bielany;1;4;1974;210000;7000;do remontu
2007;12;31;Bemowo;1;6;1985;252000;8129;dobry
2007;12;31;Bielany;1;6;2000;295000;9516;dobry
2007;12;32;Bialoleka;1;1;2003;258000;7904;dobry
2007;12;34;Mokotow;1;3;2002;350000;10294;dobry
2007;12;35;Srodmiescie;1;2;1935;295000;8429;dobry
2007;12;36;Bialoleka;2;2;1999;300000;8197;dobry
2007;12;36;Srodmiescie;2;2;1994;440000;12222;dobry
2007;12;37;Targowek;2;7;1969;245000;6622;bardzo dobry
2007;12;37;Wola;2;7;1973;327000;8838;bardzo dobry
2007;12;38;Ochota;1;2;1952;340000;8854;bardzo dobry
2007;12;41;Wilanow;1;1;2007;355000;8659;do wykonczenia
2007;12;47;Mokotow;2;3;2006;640000;13347;bardzo dobry
2007;12;47;Zoliborz;3;2;1967;365000;7766;do remontu
2007;12;48;Mokotow;2;5;1974;410000;8542;dobry
2007;12;48;Ursus;3;1;1977;331500;6906;dobry
2007;12;49;Bielany;3;3;1968;346500;7071;dobry
2007;12;49;Praga Poludnie;2;2;1970;360000;7347;dobry
2007;12;50;Bemowo;2;3;1978;395000;7900;dobry
2007;12;51;Srodmiescie;2;1;1970;660000;12941;bardzo dobry
2007;12;52;Mokotow;3;3;1974;380000;7308;bardzo dobry
2007;12;52;Ochota;2;2;1956;390000;7500;do remontu
2007;12;57;Mokotow;2;2;2006;582000;10211;do wykonczenia
2007;12;58;Bielany;3;2;1967;380000;6552;do remontu
2007;12;58;Praga Poludnie;2;2;2004;475000;8190;bardzo dobry
2007;12;59;Ursynow;3;5;1980;437000;7345;dobry
2007;12;62;Mokotow;2;3;2004;615500;9927;bardzo dobry
2007;12;62;Praga Poludnie;3;8;1978;360000;5806;dobry
2007;12;68;Wlochy;3;3;2001;470000;6912;dobry
2007;12;70;Praga Poludnie;4;4;1978;480000;6857;dobry
2007;12;77;Ochota;3;1;2000;810000;10519;dobry
2007;12;82;Mokotow;2;1;1935;930000;11341;do wykonczenia
2007;12;88;Mokotow;3;7;2000;865000;9830;bardzo dobry
2007;12;106;Srodmiescie;3;2;1930;830000;7830;dobry
2007;12;132;Wilanow;5;3;2006;1050000;7955;do wykonczenia
